Epoch,Train Loss,Validation Loss
1,0.5163097049627039,0.10315485984871262
2,0.020664910330540603,0.006619069042100914
3,0.0021221491317394087,0.005210280298917114
4,0.0022002497341923623,0.005131464234038599
5,0.0020724588059238156,0.005070598347198316
6,0.0020966331923975507,0.005094171703891142
7,0.0021079737815954203,0.0050888636615127325
8,0.002088407173545824,0.004936843411996961
9,0.002117491933232587,0.005112045040158064
10,0.002118757188307225,0.004801306463042765
11,0.0020995689746794396,0.0049585697323843644
12,0.0021218751094743814,0.004705529050337837
13,0.0020802171561323727,0.004621343938388715
14,0.002133819663948897,0.004533352978270207
15,0.0021119020639970487,0.004470949572829628
16,0.002088393511561056,0.004380078329153261
17,0.0021105883196772387,0.004179256191587467
18,0.0020746564744816474,0.004004631458787787
19,0.0020704692352511403,0.004068285363150369
20,0.0021248388269062466,0.0038710156261099896
21,0.002063017088868138,0.00380433156265338
22,0.0020723296105441273,0.0037006782000198178
23,0.00213912496692501,0.003548759645414784
24,0.002091304832396822,0.0033979356215384448
25,0.002095536385442958,0.003332556966741226
26,0.002083800583043032,0.0031902479776793995
27,0.0020734139892738313,0.0030437305318436734
28,0.002058775168875905,0.002866608611504106
29,0.002050067708478309,0.002806563458809825
30,0.002064356073646599,0.0026965566043815527
31,0.002066970708094434,0.002732477313992077
32,0.0020594658608186164,0.002558299488890426
33,0.002041619325690489,0.002450552399846186
34,0.002023681320456995,0.002359231742478809
35,0.0020332022861111907,0.0023654631697450227
36,0.0020435911994556794,0.0022333837405312806
37,0.002047248065355234,0.0021754164818527273
38,0.002060429334394737,0.0022012999152617625
39,0.0020156653200198585,0.0020801514045543676
40,0.0020940440276818765,0.0020423237139383624
41,0.0020174175953596002,0.0019861886884379935
42,0.0020155020349193363,0.001953136352791549
43,0.002022591418871242,0.002028346930226115
44,0.002062622659852625,0.0019250870429555346
45,0.0020392679625527107,0.001961705526091943
46,0.0020280572039256288,0.0018472866726561303
47,0.002034408681599113,0.0019107081124706095
48,0.0020262679458634618,0.0018610940743727905
49,0.0020211640048526333,0.0019906500429466463
50,0.0020248363273114795,0.0021257231741114275
51,0.0020275093096036776,0.0018428852482956198
52,0.001996250696376794,0.0018324072979770502
53,0.0020416757955293483,0.0018209628561683196
54,0.0020242020843498822,0.0019187717683196656
55,0.0020438222418306395,0.0019328232623305858
56,0.00203000887348834,0.0018047541379928589
57,0.0020158615057072086,0.0018234696962233436
58,0.0020179638881624366,0.001787215985945965
59,0.0020575015449948194,0.0017621355440688173
60,0.0019892855709056473,0.0018841658150593407
61,0.0020137068178478837,0.001954690404665215
62,0.0020364801661344246,0.0017569421202336486
63,0.002015747247949346,0.0018929136016308085
64,0.001988090948563897,0.0017537034130471415
65,0.0020036475674714894,0.0020316276380694226
66,0.002020196502174561,0.0018165857763960958
67,0.0020245988895314644,0.0018601881594421637
68,0.0020967946730605846,0.0016762067067534908
69,0.002019974191433802,0.001843649112791019
70,0.002003620594364798,0.0016890491970116273
71,0.0020076350336441667,0.001698808103499591
72,0.0020366056721993825,0.0020566576721122195
73,0.0020084649790078402,0.0018746353070080084
74,0.0019997637023657765,0.0017288324996020254
75,0.0020000486489152535,0.0021439902974586737
76,0.0019873853417165166,0.0016915092342778255
77,0.002026202841241482,0.0017563088040333241
78,0.001991770041867211,0.0018627522115007434
79,0.0020402350867192985,0.0017041049309467014
80,0.002005116439896584,0.001981459309861652
81,0.002025229924604193,0.001719500268288692
82,0.0019890111398934906,0.0020871104865555503
83,0.002027749057742767,0.0019389092477994335
84,0.0019996315066237004,0.0017433333314808184
85,0.0020154528888977237,0.0017682409440902503
86,0.002004583136618344,0.0019323253271929723
87,0.0020408254934914617,0.001839650388941855
88,0.0020065524495698306,0.0019554182455115217
89,0.0020135422240451185,0.0019206248000141625
90,0.0020531748770736156,0.0017200197050298907
91,0.0020003987731696624,0.0019027878420035307
92,0.002008069226738169,0.0019969779164775423
93,0.001996501970441184,0.001990851374820953
94,0.002023611922373271,0.001918185300095693
95,0.001999291734601785,0.001770882337280598
96,0.001988168724508594,0.001953988498395407
97,0.001995797108975239,0.002099489303011643
98,0.002000141107580728,0.0017943450902270055
99,0.0020036064964693246,0.0017295044473078299
100,0.0020044476392083906,0.001920567522144043
101,0.002031119792890321,0.0019713648898208418
102,0.0020234179889990224,0.0018091592217771041
103,0.002032820720018612,0.0018241860747557918
104,0.0020048339155942408,0.0017549368601880576
105,0.001986909434587384,0.001801931011294456
106,0.0020029008220363823,0.0019071404623039264
107,0.0019846632821200827,0.0018613785137667467
108,0.0020002123437330333,0.001902484567835927
109,0.001996946529834531,0.0018084216296158143
110,0.0020029061308984336,0.001864075103137446
111,0.002011089728653638,0.0018231578011948027
