Epoch,Train Loss,Validation Loss
1,0.04619798054239557,0.007059386912978401
2,0.00222982308607445,0.007021714448408028
3,0.002223824467768686,0.006943525872836625
4,0.002209489421026471,0.006877899520699621
5,0.002224042868733199,0.006828877130541706
6,0.0021727241268510826,0.006711042502980777
7,0.0021853171004396345,0.0065933024758889685
8,0.0021799864079285825,0.006445721168634727
9,0.002161031702740325,0.006315330007438254
10,0.002196082206339472,0.006159586162539199
11,0.0021441826018013268,0.0060364414576294
12,0.002137425394094963,0.0059601088838749814
13,0.002148386625210858,0.005818984100570608
14,0.0021521292001125403,0.005572313111961672
15,0.0021271732377095356,0.005438010640270812
16,0.0021338240104442877,0.005284498403565713
17,0.0021199996964747295,0.005200558164353042
18,0.0021583464808322284,0.004921300466919906
19,0.0021105724244585467,0.004693355017623521
20,0.0021267277298546916,0.004556631243567129
21,0.00205698855214804,0.0043612446338796105
22,0.002101194512538819,0.004204718641918397
23,0.0020553138446606075,0.004076561430242452
24,0.0020808466748955348,0.0039285543806679354
25,0.002083254957041289,0.0037712114970322305
26,0.0020644573308850845,0.0036885373487357833
27,0.0020898083362327373,0.0036420500753018515
28,0.002065826025662116,0.003446057645640777
29,0.002065271106160556,0.0033433843820698953
30,0.0020775710943982833,0.0032149270164633266
31,0.0020461633012423086,0.003181420337090171
32,0.0020557793358521948,0.0030237998802668266
33,0.0021044370435346436,0.002968621777223521
34,0.0020347819993427646,0.0029369185090457137
35,0.0020251469948561864,0.0028140866090421027
36,0.0020313503741312567,0.0028677999484659124
37,0.002076057615664063,0.0027603747822515863
38,0.0020423307293741446,0.0027281049130435443
39,0.0020585319622316296,0.0025937410736284953
40,0.002077235714144384,0.0024135874179927142
41,0.0020901032348370385,0.0025342923901534
42,0.002064609200331486,0.0023272790230724864
43,0.002045223737756411,0.002261464723759625
44,0.0020380961249530727,0.002300509741058034
45,0.0020570834804352167,0.002320628945629946
46,0.0020619208707810485,0.002145265432773158
47,0.002028339208401222,0.0021205852122205358
48,0.0020557319457616863,0.002075486122569265
49,0.0020398309842372935,0.002060585047921019
50,0.002046438785166376,0.0020735312596355613
51,0.002030854813185417,0.0020374688618559097
52,0.0020343789597973227,0.002184683882851938
53,0.0019971060634513074,0.0019196513879394747
54,0.0020341282309446897,0.0019712210923898965
55,0.002008610051254638,0.0018991628036785283
56,0.0020130807693931273,0.0018712195282875512
57,0.0020382985485614172,0.00193333970827026
58,0.0020280203769086963,0.0019694295111357383
59,0.0020427485316758974,0.0019668165202203548
60,0.002017983219573378,0.0018190732899759162
61,0.002040349581511691,0.0018531958929471376
62,0.0020506931000757807,0.001968294680792544
63,0.002038946242343324,0.0018789841453422252
64,0.0020337309093318053,0.0018345586990778286
65,0.0020253752927399346,0.0019349783113667446
66,0.0020299681378269773,0.0017277574018072827
67,0.002025418885589008,0.0018987495599216537
68,0.0020099124767714075,0.0017525157454656437
69,0.0020213669191838967,0.0017684725431823417
70,0.002030839955356593,0.0017849851053477707
71,0.002026510635106307,0.002198199122702997
72,0.002043510810472071,0.0017557200343090746
73,0.0020622330775950104,0.0016677281941826407
74,0.0020456632321131313,0.0018494683762056458
75,0.0019981404672661384,0.0017256490774391416
76,0.0020270203589461745,0.002060686812527772
77,0.0020511907169647103,0.0016643251568128012
78,0.002029025889027657,0.002097570697323566
79,0.0020299958501709624,0.0016655503522518924
80,0.002022332864645351,0.0018410435188439135
81,0.002052216672584311,0.001735419349738789
82,0.002023193841968249,0.0016391413963375318
83,0.002034933635796834,0.0016703665353002418
84,0.002048716110099728,0.0016325100655912568
85,0.002041095306534165,0.0016512079447765198
86,0.0020183939861858056,0.0017018017487747496
87,0.002040486136684194,0.0016822496974399608
88,0.0020175126154855305,0.0019039772374334892
89,0.002001826579281543,0.001610621256986633
90,0.0020352665849107626,0.0016883288006187957
91,0.002031410200611895,0.0017847674485222485
92,0.001996627035178891,0.0018137305941261154
93,0.0020089400301609808,0.0017774013226459686
94,0.0020063258123829857,0.001856071857649735
95,0.00200722924588869,0.00159710372406009
96,0.0020182463188474584,0.0017253509875828105
97,0.002012916695093736,0.001621542565867697
98,0.0020238974435617114,0.0018094457964731479
99,0.002042904432164505,0.0015787424544166577
100,0.0020020767991405187,0.0016048673316713814
